epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,507.86,0.51408,0.57279,0.9447,0.48114,0.46274,0.4424,0.30821,1.38827,2.08553,1.65626,0.000486875,0.000486875,0.000486875
187,510.626,0.51383,0.53308,0.91379,0.5141,0.40568,0.42552,0.29467,1.42659,2.12433,1.67904,0.00048275,0.00048275,0.00048275
188,513.391,0.51777,0.64365,0.91765,0.43906,0.43865,0.39787,0.2731,1.47169,2.13409,1.73934,0.000478625,0.000478625,0.000478625
189,516.216,0.61566,0.69409,0.96938,0.48728,0.43964,0.40941,0.2781,1.44074,2.11731,1.72652,0.0004745,0.0004745,0.0004745
190,519.106,0.51169,0.54637,0.90545,0.46801,0.48231,0.43891,0.29323,1.40824,2.0596,1.70973,0.000470375,0.000470375,0.000470375
191,521.97,0.54097,0.56269,0.91611,0.57232,0.45703,0.48316,0.30583,1.40608,2.035,1.72117,0.00046625,0.00046625,0.00046625
192,524.704,0.50502,0.54619,0.924,0.52858,0.51687,0.51271,0.31188,1.39691,1.95646,1.73356,0.000462125,0.000462125,0.000462125
193,527.368,0.52945,0.5998,0.94443,0.53131,0.50423,0.51193,0.31004,1.37643,1.94628,1.70265,0.000458,0.000458,0.000458
194,530.107,0.51151,0.52594,0.91216,0.61118,0.4777,0.51674,0.31947,1.33121,1.9771,1.63372,0.000453875,0.000453875,0.000453875
195,532.83,0.52665,0.55009,0.9136,0.52973,0.49988,0.50894,0.32938,1.32012,2.01548,1.60561,0.00044975,0.00044975,0.00044975
196,535.587,0.47343,0.48915,0.8942,0.62424,0.45079,0.52131,0.34912,1.32459,1.98934,1.61051,0.000445625,0.000445625,0.000445625
197,538.338,0.52966,0.55128,0.90772,0.61728,0.46817,0.51657,0.34397,1.33785,1.96514,1.62406,0.0004415,0.0004415,0.0004415
198,541.161,0.52081,0.52898,0.88979,0.60152,0.46159,0.50853,0.33869,1.3684,1.92809,1.64332,0.000437375,0.000437375,0.000437375
199,543.91,0.49894,0.52294,0.92301,0.60647,0.46159,0.50229,0.33457,1.3748,1.88634,1.6553,0.00043325,0.00043325,0.00043325
200,546.61,0.49759,0.51537,0.89766,0.54412,0.47403,0.48672,0.32933,1.38764,1.88059,1.66375,0.000429125,0.000429125,0.000429125
201,549.262,0.48695,0.4718,0.89683,0.55463,0.46456,0.48773,0.32199,1.3904,1.90335,1.67223,0.000425,0.000425,0.000425
202,551.972,0.49091,0.53577,0.89881,0.55933,0.47584,0.49931,0.33428,1.37836,1.96848,1.64269,0.000420875,0.000420875,0.000420875
203,554.684,0.54846,0.56694,0.9417,0.53174,0.44843,0.48409,0.33691,1.36136,1.99095,1.62141,0.00041675,0.00041675,0.00041675
204,557.385,0.46335,0.47908,0.87826,0.64954,0.41633,0.48664,0.3381,1.34125,1.98844,1.594,0.000412625,0.000412625,0.000412625
205,560.076,0.56353,0.56973,0.92273,0.68956,0.40786,0.50279,0.34072,1.33582,1.96505,1.58456,0.0004085,0.0004085,0.0004085
206,562.791,0.47652,0.48662,0.88074,0.64292,0.43721,0.4974,0.33728,1.31889,1.94114,1.55551,0.000404375,0.000404375,0.000404375
207,565.64,0.50597,0.52929,0.90147,0.62254,0.43516,0.48922,0.33715,1.32443,1.96024,1.54526,0.00040025,0.00040025,0.00040025
208,568.344,0.49784,0.48028,0.91641,0.69084,0.41277,0.50147,0.33567,1.3168,2.03214,1.55605,0.000396125,0.000396125,0.000396125
209,571.039,0.51096,0.5137,0.92365,0.73322,0.40969,0.49629,0.33634,1.3187,2.02973,1.55037,0.000392,0.000392,0.000392
210,573.845,0.48942,0.47533,0.89678,0.65543,0.41082,0.49565,0.33697,1.33374,2.01519,1.5802,0.000387875,0.000387875,0.000387875
211,576.541,0.47175,0.48212,0.90783,0.5011,0.51287,0.5107,0.33832,1.34922,1.98538,1.60184,0.00038375,0.00038375,0.00038375
212,579.273,0.52933,0.54123,0.91531,0.53021,0.52248,0.51311,0.34326,1.35738,1.99267,1.63201,0.000379625,0.000379625,0.000379625
213,582.051,0.52149,0.53223,0.93007,0.54512,0.51682,0.51329,0.3411,1.35123,2.00002,1.60928,0.0003755,0.0003755,0.0003755
214,584.806,0.45617,0.44819,0.88674,0.58088,0.49737,0.52343,0.34584,1.3513,2.03589,1.59677,0.000371375,0.000371375,0.000371375
215,587.648,0.54749,0.53874,0.94289,0.56995,0.49656,0.52588,0.34262,1.35487,2.04813,1.5918,0.00036725,0.00036725,0.00036725
216,590.384,0.54083,0.51409,0.92395,0.53505,0.50813,0.52742,0.34358,1.39994,2.01151,1.64965,0.000363125,0.000363125,0.000363125
217,593.19,0.53923,0.54023,0.9318,0.55384,0.50275,0.52966,0.34763,1.38284,1.97071,1.64593,0.000359,0.000359,0.000359
218,596.25,0.51123,0.61685,0.88855,0.56601,0.50103,0.51992,0.34216,1.38899,1.933,1.65662,0.000354875,0.000354875,0.000354875
219,599.226,0.55475,0.52991,0.94116,0.68418,0.42616,0.51865,0.34398,1.38385,1.92719,1.64266,0.00035075,0.00035075,0.00035075
220,602.094,0.4482,0.48606,0.87724,0.6065,0.44489,0.50548,0.333,1.40098,1.9332,1.6459,0.000346625,0.000346625,0.000346625
221,604.873,0.47502,0.50142,0.90592,0.58914,0.44489,0.50369,0.33732,1.39158,1.90884,1.63381,0.0003425,0.0003425,0.0003425
222,607.586,0.481,0.48981,0.90818,0.77181,0.39409,0.50219,0.33449,1.41714,1.92165,1.65733,0.000338375,0.000338375,0.000338375
223,610.248,0.48463,0.56972,0.92308,0.67922,0.42045,0.50669,0.34113,1.42698,1.90362,1.68657,0.00033425,0.00033425,0.00033425
224,613.044,0.52048,0.5485,0.90544,0.75147,0.39496,0.51132,0.33428,1.44181,1.92151,1.7075,0.000330125,0.000330125,0.000330125
225,615.826,0.47061,0.5152,0.91129,0.7133,0.40893,0.50908,0.33349,1.45621,1.92285,1.72453,0.000326,0.000326,0.000326
226,618.609,0.4414,0.44885,0.89427,0.5755,0.46101,0.51064,0.32451,1.46324,1.93099,1.74471,0.000321875,0.000321875,0.000321875
227,621.28,0.47635,0.48878,0.90015,0.62179,0.44386,0.51292,0.33596,1.45183,1.92393,1.72974,0.00031775,0.00031775,0.00031775
228,623.98,0.50178,0.48176,0.91556,0.57553,0.4514,0.51242,0.34103,1.40913,1.92782,1.6739,0.000313625,0.000313625,0.000313625
229,626.669,0.48754,0.52584,0.94049,0.53986,0.4937,0.50976,0.34262,1.39472,1.93102,1.66196,0.0003095,0.0003095,0.0003095
230,629.359,0.49035,0.47928,0.89353,0.468,0.54085,0.50858,0.34575,1.38227,1.91467,1.661,0.000305375,0.000305375,0.000305375
231,632.022,0.47835,0.45432,0.88863,0.55499,0.48226,0.51611,0.35686,1.37606,1.94766,1.65502,0.00030125,0.00030125,0.00030125
232,634.717,0.44697,0.46149,0.89012,0.58248,0.45518,0.4992,0.34516,1.38067,1.96492,1.66283,0.000297125,0.000297125,0.000297125
233,637.4,0.46172,0.4745,0.89626,0.51771,0.49558,0.48988,0.33189,1.39523,1.96664,1.67213,0.000293,0.000293,0.000293
234,640.088,0.48025,0.46275,0.90604,0.5112,0.49558,0.48357,0.32583,1.39901,1.99416,1.67357,0.000288875,0.000288875,0.000288875
235,642.78,0.45902,0.4437,0.8812,0.48467,0.50064,0.47415,0.32595,1.40069,2.01349,1.67064,0.00028475,0.00028475,0.00028475
236,645.442,0.47029,0.45196,0.90808,0.59827,0.40316,0.47016,0.31366,1.40288,2.04038,1.67594,0.000280625,0.000280625,0.000280625
237,648.103,0.46454,0.45102,0.88555,0.53515,0.43734,0.47892,0.31404,1.40151,2.04732,1.66866,0.0002765,0.0002765,0.0002765
238,650.767,0.49308,0.50551,0.88202,0.58606,0.42643,0.47957,0.31216,1.41964,2.06654,1.67874,0.000272375,0.000272375,0.000272375
239,653.438,0.50417,0.48378,0.91731,0.56008,0.42454,0.48595,0.32473,1.42267,2.05984,1.68174,0.00026825,0.00026825,0.00026825
240,656.12,0.46805,0.47166,0.89291,0.55575,0.4359,0.4931,0.31597,1.42049,2.06243,1.69249,0.000264125,0.000264125,0.000264125
241,658.777,0.47428,0.45816,0.90334,0.55977,0.43771,0.4875,0.30988,1.42438,2.04771,1.68834,0.00026,0.00026,0.00026
242,661.469,0.46471,0.46,0.91382,0.60038,0.40957,0.48006,0.30476,1.41181,2.02799,1.67975,0.000255875,0.000255875,0.000255875
243,664.123,0.4615,0.47475,0.89098,0.54364,0.44477,0.48522,0.31335,1.41086,2.00551,1.67888,0.00025175,0.00025175,0.00025175
244,666.803,0.58672,0.65455,0.95931,0.60936,0.42573,0.50534,0.32931,1.40686,1.99493,1.67032,0.000247625,0.000247625,0.000247625
245,669.466,0.42904,0.44242,0.88078,0.63715,0.42578,0.50503,0.32672,1.40748,1.98088,1.66329,0.0002435,0.0002435,0.0002435
246,672.157,0.5198,0.50981,0.9429,0.64092,0.4331,0.50637,0.3339,1.39245,1.96685,1.64192,0.000239375,0.000239375,0.000239375
247,674.834,0.42464,0.4141,0.87945,0.45243,0.55145,0.49716,0.33438,1.41645,1.97173,1.66889,0.00023525,0.00023525,0.00023525
248,677.522,0.43811,0.43832,0.88181,0.43754,0.53835,0.48854,0.34614,1.40961,1.95098,1.66725,0.000231125,0.000231125,0.000231125
249,680.188,0.45509,0.52777,0.88345,0.44723,0.53855,0.48833,0.34417,1.40178,1.95948,1.66278,0.000227,0.000227,0.000227
250,682.865,0.48226,0.60472,0.8963,0.46025,0.54552,0.48571,0.34448,1.41395,1.95267,1.67517,0.000222875,0.000222875,0.000222875
251,685.518,0.42759,0.4347,0.87566,0.46582,0.54762,0.48763,0.33981,1.41295,1.96941,1.67508,0.00021875,0.00021875,0.00021875
252,688.188,0.45075,0.44843,0.87967,0.46108,0.53868,0.48795,0.33392,1.40284,1.98975,1.67298,0.000214625,0.000214625,0.000214625
253,690.856,0.45393,0.447,0.88356,0.46219,0.5321,0.49164,0.34042,1.40429,2.0015,1.67538,0.0002105,0.0002105,0.0002105
254,693.521,0.49532,0.57785,0.92129,0.51153,0.46986,0.49552,0.34408,1.40529,2.01881,1.68468,0.000206375,0.000206375,0.000206375
255,696.215,0.46884,0.4377,0.87923,0.50931,0.46926,0.49698,0.34588,1.40667,2.0436,1.68634,0.00020225,0.00020225,0.00020225
256,698.892,0.47876,0.48136,0.88444,0.57537,0.43113,0.49968,0.33779,1.40659,2.08376,1.67787,0.000198125,0.000198125,0.000198125
257,701.556,0.44487,0.44507,0.88639,0.5667,0.43685,0.49617,0.33517,1.41428,2.11089,1.67708,0.000194,0.000194,0.000194
258,704.236,0.45355,0.44048,0.92237,0.54619,0.4387,0.48892,0.33225,1.42655,2.15895,1.6746,0.000189875,0.000189875,0.000189875
259,706.892,0.44884,0.47447,0.89363,0.53134,0.46268,0.48841,0.32602,1.41412,2.15261,1.65873,0.00018575,0.00018575,0.00018575
260,709.585,0.40224,0.41946,0.88816,0.49752,0.51691,0.49431,0.3382,1.41439,2.15456,1.65552,0.000181625,0.000181625,0.000181625
261,712.271,0.49214,0.49143,0.89769,0.47365,0.52415,0.49089,0.34336,1.40587,2.1501,1.64597,0.0001775,0.0001775,0.0001775
262,714.959,0.44773,0.44014,0.87763,0.56707,0.45804,0.49155,0.34132,1.40377,2.17076,1.62864,0.000173375,0.000173375,0.000173375
263,717.621,0.43837,0.45625,0.89942,0.58174,0.44533,0.49302,0.34219,1.40723,2.18081,1.62521,0.00016925,0.00016925,0.00016925
264,720.265,0.4113,0.43488,0.89165,0.57836,0.4438,0.48815,0.34254,1.41195,2.19407,1.61937,0.000165125,0.000165125,0.000165125
265,722.936,0.44921,0.4328,0.89175,0.58061,0.44063,0.48448,0.34195,1.42295,2.19481,1.6279,0.000161,0.000161,0.000161
266,725.61,0.41016,0.44196,0.86973,0.57516,0.44925,0.47654,0.3424,1.41665,2.16537,1.62274,0.000156875,0.000156875,0.000156875
267,728.272,0.46538,0.46125,0.89116,0.57004,0.44898,0.46944,0.33641,1.40322,2.13673,1.62372,0.00015275,0.00015275,0.00015275
268,730.938,0.44267,0.43081,0.87792,0.55136,0.44434,0.45372,0.33224,1.38091,2.07599,1.61532,0.000148625,0.000148625,0.000148625
269,733.601,0.42236,0.43649,0.85579,0.55716,0.44562,0.46744,0.33214,1.39238,2.04539,1.64718,0.0001445,0.0001445,0.0001445
270,736.295,0.47202,0.54338,0.94862,0.4755,0.47888,0.46143,0.32913,1.39588,2.01776,1.6485,0.000140375,0.000140375,0.000140375
271,738.953,0.40392,0.401,0.87702,0.47036,0.48658,0.4619,0.33067,1.38264,2.04123,1.61224,0.00013625,0.00013625,0.00013625
272,741.639,0.42171,0.43062,0.88237,0.47078,0.49093,0.46057,0.32354,1.39926,2.03268,1.62208,0.000132125,0.000132125,0.000132125
273,744.3,0.49054,0.49612,0.91894,0.469,0.48956,0.4594,0.32159,1.40185,2.03596,1.62409,0.000128,0.000128,0.000128
274,747.213,0.4669,0.44778,0.89974,0.47316,0.49861,0.4652,0.32235,1.40964,2.03952,1.63601,0.000123875,0.000123875,0.000123875
275,750.226,0.46067,0.47373,0.88957,0.47989,0.50931,0.46751,0.32687,1.42062,2.02824,1.64708,0.00011975,0.00011975,0.00011975
276,753.131,0.50388,0.49964,0.89578,0.49443,0.51945,0.46414,0.3248,1.41363,2.02249,1.64171,0.000115625,0.000115625,0.000115625
277,755.922,0.40902,0.40522,0.88248,0.48864,0.51433,0.47132,0.32632,1.41637,2.0349,1.64442,0.0001115,0.0001115,0.0001115
278,758.736,0.44356,0.48053,0.89668,0.48422,0.50992,0.4657,0.32349,1.41212,2.04416,1.6423,0.000107375,0.000107375,0.000107375
279,761.558,0.50004,0.45665,0.90407,0.48646,0.50629,0.46061,0.32036,1.41157,2.0641,1.63892,0.00010325,0.00010325,0.00010325
280,764.395,0.43129,0.43738,0.90151,0.50407,0.49971,0.46896,0.32521,1.39714,2.07146,1.6224,9.9125e-05,9.9125e-05,9.9125e-05
