epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,496.945,0.64605,0.62924,0.95681,0.49809,0.59932,0.56566,0.33937,1.46421,1.73654,1.75265,0.00079955,0.00079955,0.00079955
184,499.609,0.69955,0.65537,0.98524,0.56385,0.53868,0.57879,0.35564,1.46769,1.78753,1.75975,0.000797075,0.000797075,0.000797075
185,502.408,0.66073,0.64945,0.954,0.71121,0.50165,0.57637,0.35377,1.46941,1.82453,1.74613,0.0007946,0.0007946,0.0007946
186,505.078,0.63725,0.6822,0.99341,0.64871,0.52033,0.56793,0.36837,1.47431,1.81005,1.71571,0.000792125,0.000792125,0.000792125
187,507.915,0.65539,0.6427,0.96699,0.71445,0.47186,0.56047,0.37795,1.44695,1.80752,1.68392,0.00078965,0.00078965,0.00078965
188,510.711,0.66863,0.70124,0.98631,0.72138,0.49137,0.54743,0.36337,1.41366,1.84405,1.6466,0.000787175,0.000787175,0.000787175
189,513.391,0.77222,0.79484,1.05379,0.69603,0.50801,0.55236,0.36028,1.4206,1.82444,1.63058,0.0007847,0.0007847,0.0007847
190,516.254,0.6136,0.60229,0.94516,0.69832,0.46989,0.55425,0.35146,1.46222,1.86984,1.66806,0.000782225,0.000782225,0.000782225
191,519.033,0.67168,0.63385,0.95584,0.61493,0.45095,0.52242,0.32922,1.50829,1.89964,1.69911,0.00077975,0.00077975,0.00077975
192,521.724,0.61729,0.65969,0.96861,0.50205,0.43551,0.48851,0.31608,1.53418,1.94848,1.72142,0.000777275,0.000777275,0.000777275
193,524.402,0.64276,0.70768,0.96498,0.54598,0.39632,0.4826,0.31251,1.57643,2.00047,1.73917,0.0007748,0.0007748,0.0007748
194,527.073,0.59701,0.60265,0.94482,0.62753,0.42089,0.46081,0.29127,1.59165,2.01087,1.75673,0.000772325,0.000772325,0.000772325
195,529.77,0.63441,0.58724,0.95286,0.65342,0.40453,0.45057,0.29919,1.53242,2.0183,1.73024,0.00076985,0.00076985,0.00076985
196,532.443,0.58564,0.5653,0.94223,0.68144,0.36748,0.46528,0.31154,1.45708,1.89453,1.67381,0.000767375,0.000767375,0.000767375
197,535.137,0.65301,0.6225,0.94942,0.73575,0.38878,0.47854,0.32777,1.45859,1.88402,1.67522,0.0007649,0.0007649,0.0007649
198,537.836,0.61215,0.59219,0.925,0.55518,0.46961,0.48473,0.33176,1.44935,1.81921,1.65768,0.000762425,0.000762425,0.000762425
199,540.494,0.61261,0.60727,0.95897,0.58651,0.50055,0.5044,0.33791,1.44814,1.80846,1.64392,0.00075995,0.00075995,0.00075995
200,543.263,0.61232,0.59314,0.96362,0.57086,0.4649,0.5058,0.34288,1.45813,1.83383,1.62986,0.000757475,0.000757475,0.000757475
201,545.927,0.62207,0.56929,0.93824,0.54658,0.46779,0.50868,0.33121,1.48493,1.85104,1.66564,0.000755,0.000755,0.000755
202,548.614,0.64739,0.68566,0.96836,0.66125,0.43715,0.52298,0.33503,1.49397,1.8715,1.6732,0.000752525,0.000752525,0.000752525
203,551.375,0.65781,0.66219,0.983,0.57715,0.53961,0.53415,0.32934,1.51379,1.8308,1.69609,0.00075005,0.00075005,0.00075005
204,554.057,0.56609,0.5658,0.94175,0.68328,0.51395,0.57058,0.36869,1.48523,1.67001,1.70486,0.000747575,0.000747575,0.000747575
205,556.733,0.70481,0.68383,0.97098,0.73022,0.52214,0.57347,0.37377,1.47076,1.69737,1.68511,0.0007451,0.0007451,0.0007451
206,559.412,0.59895,0.5476,0.9286,0.66695,0.49204,0.56437,0.36471,1.47138,1.71222,1.70044,0.000742625,0.000742625,0.000742625
207,562.085,0.62709,0.62105,0.95261,0.68078,0.50203,0.56315,0.35824,1.44287,1.66074,1.68568,0.00074015,0.00074015,0.00074015
208,564.771,0.56881,0.59334,0.93029,0.63791,0.52509,0.56937,0.36079,1.43921,1.77795,1.62806,0.000737675,0.000737675,0.000737675
209,567.449,0.60142,0.60179,0.95697,0.6044,0.56037,0.56762,0.37194,1.44744,1.82499,1.63206,0.0007352,0.0007352,0.0007352
210,570.128,0.59786,0.58099,0.92338,0.5574,0.53816,0.559,0.35314,1.44743,1.89484,1.61157,0.000732725,0.000732725,0.000732725
211,572.905,0.5647,0.54279,0.93824,0.56698,0.49641,0.55965,0.35639,1.43854,1.90824,1.6171,0.00073025,0.00073025,0.00073025
212,575.584,0.63276,0.60404,0.92164,0.57417,0.56668,0.54855,0.35486,1.43097,1.88895,1.63237,0.000727775,0.000727775,0.000727775
213,578.333,0.67515,0.5804,0.99553,0.53524,0.51785,0.52947,0.3426,1.45224,1.92097,1.65762,0.0007253,0.0007253,0.0007253
214,581.006,0.60753,0.56767,0.93573,0.56174,0.50651,0.51072,0.32397,1.44286,1.88383,1.62225,0.000722825,0.000722825,0.000722825
215,583.665,0.65456,0.62418,0.98537,0.54759,0.51389,0.50954,0.3154,1.44241,1.8699,1.63571,0.00072035,0.00072035,0.00072035
216,586.345,0.6305,0.58771,0.94919,0.56206,0.54453,0.50821,0.31727,1.40542,1.81152,1.62342,0.000717875,0.000717875,0.000717875
217,589.02,0.6374,0.64011,0.95808,0.62556,0.51715,0.5088,0.31967,1.43127,1.7697,1.63668,0.0007154,0.0007154,0.0007154
218,591.695,0.62631,0.71555,0.94234,0.53876,0.52095,0.47183,0.30972,1.46978,1.75028,1.69497,0.000712925,0.000712925,0.000712925
219,594.481,0.6139,0.62979,0.9499,0.50803,0.50353,0.47573,0.30793,1.47642,1.7453,1.7001,0.00071045,0.00071045,0.00071045
220,597.177,0.56777,0.55799,0.9131,0.50877,0.47114,0.47956,0.30488,1.50429,1.82729,1.71661,0.000707975,0.000707975,0.000707975
221,599.872,0.58721,0.58955,0.92787,0.45588,0.47241,0.47707,0.29622,1.47019,1.95937,1.69217,0.0007055,0.0007055,0.0007055
222,602.551,0.60917,0.56496,0.93423,0.62838,0.41412,0.49256,0.31727,1.4406,2.10932,1.66599,0.000703025,0.000703025,0.000703025
223,605.354,0.60209,0.56134,0.99019,0.49172,0.50123,0.49346,0.31806,1.45108,2.13561,1.6564,0.00070055,0.00070055,0.00070055
224,608.028,0.59919,0.55372,0.9509,0.49353,0.50466,0.49539,0.31905,1.50148,2.14032,1.69602,0.000698075,0.000698075,0.000698075
225,610.689,0.61317,0.64618,0.93945,0.59502,0.45222,0.50905,0.31972,1.48897,2.1561,1.6956,0.0006956,0.0006956,0.0006956
226,613.479,0.56085,0.53293,0.90582,0.67255,0.45265,0.53282,0.328,1.51595,2.14013,1.71661,0.000693125,0.000693125,0.000693125
227,616.192,0.59442,0.56836,0.96141,0.73231,0.45898,0.52695,0.32488,1.50639,2.11347,1.69428,0.00069065,0.00069065,0.00069065
228,618.974,0.59027,0.57181,0.94911,0.62042,0.49877,0.50778,0.32053,1.47217,2.1244,1.67539,0.000688175,0.000688175,0.000688175
229,621.678,0.66544,0.62036,1.02343,0.60634,0.50766,0.49849,0.31539,1.43753,2.06746,1.66331,0.0006857,0.0006857,0.0006857
230,624.382,0.59327,0.5557,0.9216,0.5427,0.52436,0.50754,0.31837,1.40042,1.97345,1.64145,0.000683225,0.000683225,0.000683225
231,627.171,0.61612,0.58245,0.94978,0.56358,0.51576,0.52368,0.31972,1.41808,1.93794,1.64505,0.00068075,0.00068075,0.00068075
232,629.865,0.54985,0.53645,0.91796,0.55149,0.48734,0.50354,0.31652,1.46192,1.82369,1.68752,0.000678275,0.000678275,0.000678275
233,632.661,0.59211,0.58379,0.94957,0.53456,0.5275,0.52375,0.31843,1.48472,1.78437,1.69444,0.0006758,0.0006758,0.0006758
234,635.383,0.55799,0.54034,0.93504,0.61019,0.45069,0.50963,0.31888,1.47311,1.84824,1.67808,0.000673325,0.000673325,0.000673325
235,638.174,0.59388,0.56906,0.93632,0.62138,0.45111,0.49617,0.31371,1.45416,1.91007,1.66118,0.00067085,0.00067085,0.00067085
236,640.901,0.59685,0.56465,0.95313,0.64416,0.43721,0.48284,0.30338,1.43627,2.05273,1.65704,0.000668375,0.000668375,0.000668375
237,643.582,0.56541,0.51749,0.92554,0.6106,0.4236,0.44804,0.29333,1.44106,2.05794,1.67584,0.0006659,0.0006659,0.0006659
238,646.286,0.60662,0.53993,0.92029,0.52244,0.45978,0.45427,0.29277,1.49627,2.13085,1.78266,0.000663425,0.000663425,0.000663425
239,648.954,0.63051,0.57444,0.9418,0.59432,0.44019,0.46423,0.28897,1.51659,2.15464,1.79239,0.00066095,0.00066095,0.00066095
240,651.663,0.59018,0.56344,0.93915,0.71986,0.41757,0.47706,0.30755,1.51558,2.06346,1.75901,0.000658475,0.000658475,0.000658475
241,654.443,0.6285,0.57646,0.95707,0.70629,0.42891,0.49635,0.32171,1.49449,1.95529,1.72499,0.000656,0.000656,0.000656
242,657.244,0.59345,0.58454,0.94988,0.73189,0.45334,0.54943,0.33913,1.51668,1.81092,1.69568,0.000653525,0.000653525,0.000653525
243,659.997,0.59579,0.56248,0.94035,0.72139,0.46191,0.55647,0.34189,1.52995,1.86102,1.70631,0.00065105,0.00065105,0.00065105
244,662.829,0.61041,0.66531,0.94619,0.49998,0.56196,0.54803,0.34098,1.52395,1.89415,1.71264,0.000648575,0.000648575,0.000648575
245,665.496,0.58234,0.52349,0.9289,0.54185,0.52791,0.54459,0.35305,1.51387,1.88208,1.70245,0.0006461,0.0006461,0.0006461
246,668.306,0.59886,0.56658,0.94121,0.46012,0.53959,0.52195,0.34887,1.49095,1.87497,1.72059,0.000643625,0.000643625,0.000643625
247,670.967,0.54704,0.49933,0.90884,0.49923,0.51835,0.5118,0.3415,1.45548,1.89161,1.69041,0.00064115,0.00064115,0.00064115
248,673.68,0.55502,0.50308,0.92023,0.49185,0.52195,0.4958,0.3389,1.46838,1.99259,1.69701,0.000638675,0.000638675,0.000638675
249,676.459,0.60497,0.67849,0.95735,0.45389,0.56933,0.49384,0.33872,1.46117,1.98592,1.67657,0.0006362,0.0006362,0.0006362
250,679.261,0.58588,0.63839,0.93599,0.60357,0.48275,0.51232,0.33995,1.47515,1.96184,1.70239,0.000633725,0.000633725,0.000633725
251,682.056,0.55466,0.51342,0.93289,0.6803,0.45349,0.51542,0.34325,1.45582,1.9334,1.69312,0.00063125,0.00063125,0.00063125
252,684.881,0.58299,0.56911,0.93653,0.7191,0.43288,0.51526,0.33346,1.46383,1.84802,1.69372,0.000628775,0.000628775,0.000628775
253,687.736,0.55421,0.51843,0.93107,0.69489,0.44772,0.51999,0.33593,1.47394,1.80597,1.69687,0.0006263,0.0006263,0.0006263
254,690.53,0.6057,0.54744,0.96182,0.60903,0.5373,0.56466,0.35598,1.44174,1.82583,1.6607,0.000623825,0.000623825,0.000623825
255,693.341,0.60372,0.54712,0.91676,0.66183,0.50163,0.5601,0.36317,1.47912,1.82469,1.70137,0.00062135,0.00062135,0.00062135
256,696.023,0.56881,0.52964,0.91736,0.70816,0.51701,0.55314,0.35348,1.46773,1.79144,1.71548,0.000618875,0.000618875,0.000618875
257,698.773,0.56387,0.53699,0.92961,0.65295,0.50519,0.53968,0.34274,1.43694,1.80497,1.70094,0.0006164,0.0006164,0.0006164
258,701.575,0.5458,0.50011,0.92629,0.63633,0.53564,0.55232,0.34815,1.42881,1.8861,1.69557,0.000613925,0.000613925,0.000613925
259,704.294,0.57047,0.56094,0.93114,0.6678,0.50817,0.55683,0.34621,1.44505,1.91663,1.72121,0.00061145,0.00061145,0.00061145
260,706.98,0.56483,0.52991,0.93228,0.7211,0.49501,0.5535,0.32819,1.46578,1.94883,1.77666,0.000608975,0.000608975,0.000608975
261,709.672,0.56532,0.56686,0.91221,0.70977,0.48185,0.55633,0.33466,1.49147,1.9772,1.79392,0.0006065,0.0006065,0.0006065
262,712.382,0.57538,0.52191,0.92862,0.68143,0.49611,0.53958,0.32412,1.52333,1.95779,1.80507,0.000604025,0.000604025,0.000604025
263,715.178,0.54078,0.52389,0.92811,0.65615,0.49023,0.53173,0.32286,1.50862,1.96026,1.77759,0.00060155,0.00060155,0.00060155
264,717.872,0.51989,0.51394,0.92204,0.7193,0.42596,0.53506,0.34766,1.49115,1.97216,1.7348,0.000599075,0.000599075,0.000599075
265,720.572,0.56608,0.52868,0.94045,0.64742,0.47541,0.52982,0.3428,1.49329,1.90493,1.72357,0.0005966,0.0005966,0.0005966
266,723.27,0.52677,0.5191,0.89985,0.6745,0.49141,0.55862,0.35615,1.47317,1.84846,1.67419,0.000594125,0.000594125,0.000594125
267,725.963,0.59693,0.54845,0.95375,0.67524,0.54241,0.5655,0.3707,1.44335,1.82609,1.63817,0.00059165,0.00059165,0.00059165
268,728.683,0.55037,0.51656,0.91554,0.64108,0.53261,0.55779,0.36881,1.37576,1.86181,1.58739,0.000589175,0.000589175,0.000589175
269,731.353,0.55844,0.51737,0.92577,0.65154,0.51071,0.55169,0.35523,1.39838,1.89433,1.6011,0.0005867,0.0005867,0.0005867
270,734.055,0.61521,0.63,0.99401,0.61861,0.51173,0.54137,0.34998,1.42229,1.97784,1.60798,0.000584225,0.000584225,0.000584225
271,736.717,0.52114,0.50647,0.89799,0.6227,0.5107,0.53056,0.33999,1.43124,1.96731,1.60932,0.00058175,0.00058175,0.00058175
272,739.5,0.55915,0.50112,0.93499,0.63769,0.46562,0.50874,0.32222,1.40628,1.90832,1.58052,0.000579275,0.000579275,0.000579275
273,742.169,0.63155,0.57438,0.96797,0.65268,0.46462,0.49561,0.31328,1.37618,1.88147,1.5526,0.0005768,0.0005768,0.0005768
274,744.871,0.5711,0.50259,0.92724,0.62156,0.45804,0.49555,0.31073,1.41801,1.8085,1.58027,0.000574325,0.000574325,0.000574325
275,747.541,0.54032,0.51155,0.91265,0.60753,0.45804,0.48961,0.3015,1.44232,1.79159,1.6026,0.00057185,0.00057185,0.00057185
276,750.215,0.62041,0.56898,0.92128,0.56917,0.45107,0.50848,0.32718,1.47708,1.77616,1.63854,0.000569375,0.000569375,0.000569375
277,752.884,0.54154,0.49683,0.92181,0.49668,0.50478,0.50086,0.32383,1.48376,1.7594,1.65386,0.0005669,0.0005669,0.0005669
278,755.562,0.60224,0.51204,0.95224,0.5648,0.52712,0.52531,0.33427,1.45678,1.8297,1.6229,0.000564425,0.000564425,0.000564425
279,758.246,0.57044,0.59125,0.92133,0.53441,0.53973,0.52743,0.33626,1.46355,1.84574,1.63026,0.00056195,0.00056195,0.00056195
280,760.974,0.55794,0.50629,0.92605,0.52958,0.53992,0.5354,0.35111,1.48233,1.87944,1.67192,0.000559475,0.000559475,0.000559475
281,763.629,0.51749,0.4556,0.91381,0.57581,0.48437,0.5293,0.35324,1.49599,1.88851,1.68828,0.000557,0.000557,0.000557
282,766.321,0.53186,0.53772,0.92081,0.53353,0.49507,0.48914,0.32777,1.46854,1.91685,1.6632,0.000554525,0.000554525,0.000554525
283,768.998,0.54981,0.50597,0.92379,0.47463,0.50823,0.48294,0.31748,1.49267,1.96798,1.66877,0.00055205,0.00055205,0.00055205
284,771.686,0.56031,0.51177,0.92133,0.48968,0.5165,0.49242,0.31978,1.43822,2.04995,1.61488,0.000549575,0.000549575,0.000549575
285,774.444,0.54101,0.49785,0.92509,0.49289,0.52797,0.50049,0.3177,1.40862,2.07731,1.59073,0.0005471,0.0005471,0.0005471
286,777.133,0.52489,0.52167,0.91468,0.55929,0.48436,0.50549,0.33034,1.41863,2.03487,1.62535,0.000544625,0.000544625,0.000544625
287,780.426,0.62489,0.60682,0.98547,0.64033,0.48436,0.51795,0.33864,1.40858,1.98669,1.62605,0.00054215,0.00054215,0.00054215
